"Ion 119.00 (118.70 to 119.70): MA_Population_31-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_31-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_31-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_31-1.D\data.ms",""
"11.625","238.000","11.625","355.000","11.625","353.000","11.625","126.000"
"11.629","235.000","11.629","338.000","11.629","340.000","11.629","124.000"
"11.634","240.000","11.634","320.000","11.634","347.000","11.634","124.000"
"11.638","247.000","11.638","323.000","11.638","351.000","11.638","122.000"
"11.642","275.000","11.642","308.000","11.642","349.000","11.642","122.000"
"11.647","291.000","11.647","316.000","11.647","359.000","11.647","125.000"
"11.651","306.000","11.651","325.000","11.651","368.000","11.651","125.000"
"11.656","324.000","11.656","331.000","11.656","380.000","11.656","128.000"
"11.660","312.000","11.660","325.000","11.660","385.000","11.660","128.000"
"11.664","300.000","11.664","344.000","11.664","406.000","11.664","138.000"
"11.669","292.000","11.669","342.000","11.669","410.000","11.669","138.000"
"11.673","279.000","11.673","336.000","11.673","415.000","11.673","137.000"
"11.677","264.000","11.677","338.000","11.677","414.000","11.677","141.000"
"11.682","269.000","11.682","352.000","11.682","442.000","11.682","138.000"
"11.686","255.000","11.686","349.000","11.686","467.000","11.686","139.000"
"11.691","246.000","11.691","347.000","11.691","470.000","11.691","139.000"
"11.695","243.000","11.695","357.000","11.695","484.000","11.695","137.000"
"11.699","241.000","11.699","349.000","11.699","490.000","11.699","133.000"
"11.704","242.000","11.704","360.000","11.704","496.000","11.704","139.000"
"11.708","245.000","11.708","358.000","11.708","501.000","11.708","133.000"
"11.712","232.000","11.712","360.000","11.712","508.000","11.712","136.000"
