"Ion 119.00 (118.70 to 119.70): MA_Population_7-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_7-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_7-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_7-1.D\data.ms",""
"11.625","387.000","11.625","541.000","11.625","523.000","11.625","181.000"
"11.629","385.000","11.629","511.000","11.629","540.000","11.629","188.000"
"11.634","390.000","11.634","498.000","11.634","552.000","11.634","191.000"
"11.638","394.000","11.638","525.000","11.638","558.000","11.638","202.000"
"11.643","431.000","11.643","653.000","11.643","586.000","11.643","255.000"
"11.647","503.000","11.647","995.000","11.647","618.000","11.647","405.000"
"11.651","593.000","11.651","1580.000","11.651","647.000","11.651","700.000"
"11.656","712.000","11.656","2490.000","11.656","706.000","11.656","1199.000"
"11.660","822.000","11.660","3388.000","11.660","778.000","11.660","1797.000"
"11.664","887.000","11.664","3915.000","11.664","856.000","11.664","2294.000"
"11.669","889.000","11.669","3699.000","11.669","889.000","11.669","2412.000"
"11.673","812.000","11.673","2959.000","11.673","884.000","11.673","2096.000"
"11.678","718.000","11.678","2128.000","11.678","840.000","11.678","1510.000"
"11.682","634.000","11.682","1399.000","11.682","785.000","11.682","972.000"
"11.686","614.000","11.686","954.000","11.686","754.000","11.686","590.000"
"11.691","587.000","11.691","703.000","11.691","778.000","11.691","368.000"
"11.695","585.000","11.695","665.000","11.695","765.000","11.695","280.000"
"11.699","601.000","11.699","613.000","11.699","769.000","11.699","241.000"
"11.704","611.000","11.704","616.000","11.704","764.000","11.704","230.000"
"11.708","608.000","11.708","612.000","11.708","769.000","11.708","229.000"
"11.712","622.000","11.712","618.000","11.712","788.000","11.712","222.000"
