"Ion 119.00 (118.70 to 119.70): MA_Population_61-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_61-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_61-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_61-1.D\data.ms",""
"11.625","343.000","11.625","273.000","11.625","299.000","11.625","207.000"
"11.629","341.000","11.629","267.000","11.629","308.000","11.629","186.000"
"11.634","334.000","11.634","273.000","11.634","302.000","11.634","182.000"
"11.638","339.000","11.638","274.000","11.638","296.000","11.638","169.000"
"11.642","334.000","11.642","260.000","11.642","308.000","11.642","156.000"
"11.647","335.000","11.647","270.000","11.647","308.000","11.647","157.000"
"11.651","346.000","11.651","278.000","11.651","305.000","11.651","154.000"
"11.656","357.000","11.656","284.000","11.656","306.000","11.656","157.000"
"11.660","358.000","11.660","309.000","11.660","301.000","11.660","165.000"
"11.664","368.000","11.664","348.000","11.664","312.000","11.664","191.000"
"11.669","360.000","11.669","423.000","11.669","310.000","11.669","233.000"
"11.673","377.000","11.673","528.000","11.673","304.000","11.673","292.000"
"11.677","378.000","11.677","613.000","11.677","315.000","11.677","366.000"
"11.682","353.000","11.682","670.000","11.682","321.000","11.682","413.000"
"11.686","359.000","11.686","636.000","11.686","321.000","11.686","418.000"
"11.691","348.000","11.691","538.000","11.691","311.000","11.691","376.000"
"11.695","354.000","11.695","427.000","11.695","319.000","11.695","298.000"
"11.699","344.000","11.699","355.000","11.699","311.000","11.699","238.000"
"11.704","341.000","11.704","309.000","11.704","313.000","11.704","198.000"
"11.708","346.000","11.708","283.000","11.708","308.000","11.708","173.000"
"11.712","341.000","11.712","278.000","11.712","316.000","11.712","170.000"
