"Ion 119.00 (118.70 to 119.70): MA_Population_13-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_13-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_13-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_13-1.D\data.ms",""
"11.625","458.000","11.625","700.000","11.625","538.000","11.625","241.000"
"11.629","449.000","11.629","665.000","11.629","535.000","11.629","234.000"
"11.634","462.000","11.634","627.000","11.634","528.000","11.634","235.000"
"11.638","468.000","11.638","617.000","11.638","504.000","11.638","238.000"
"11.642","496.000","11.642","670.000","11.642","529.000","11.642","256.000"
"11.647","560.000","11.647","813.000","11.647","564.000","11.647","319.000"
"11.651","679.000","11.651","1139.000","11.651","635.000","11.651","465.000"
"11.655","877.000","11.655","1574.000","11.655","733.000","11.655","719.000"
"11.660","1135.000","11.660","2156.000","11.660","884.000","11.660","1067.000"
"11.664","1381.000","11.664","2617.000","11.664","1047.000","11.664","1426.000"
"11.669","1440.000","11.669","2606.000","11.669","1143.000","11.669","1606.000"
"11.673","1363.000","11.673","2279.000","11.673","1129.000","11.673","1475.000"
"11.677","1153.000","11.677","1796.000","11.677","1029.000","11.677","1175.000"
"11.682","921.000","11.682","1284.000","11.682","868.000","11.682","824.000"
"11.686","770.000","11.686","929.000","11.686","735.000","11.686","546.000"
"11.690","668.000","11.690","772.000","11.690","667.000","11.690","376.000"
"11.695","617.000","11.695","716.000","11.695","647.000","11.695","306.000"
"11.699","572.000","11.699","691.000","11.699","633.000","11.699","269.000"
"11.704","556.000","11.704","693.000","11.704","631.000","11.704","250.000"
"11.708","540.000","11.708","690.000","11.708","647.000","11.708","256.000"
"11.712","536.000","11.712","685.000","11.712","649.000","11.712","258.000"
