"Ion 119.00 (118.70 to 119.70): MA_Population_1-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_1-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_1-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_1-1.D\data.ms",""
"11.625","364.000","11.625","523.000","11.625","300.000","11.625","202.000"
"11.629","372.000","11.629","440.000","11.629","314.000","11.629","198.000"
"11.634","369.000","11.634","386.000","11.634","305.000","11.634","196.000"
"11.638","367.000","11.638","371.000","11.638","300.000","11.638","213.000"
"11.642","366.000","11.642","400.000","11.642","309.000","11.642","227.000"
"11.647","401.000","11.647","508.000","11.647","319.000","11.647","271.000"
"11.651","426.000","11.651","697.000","11.651","338.000","11.651","368.000"
"11.655","482.000","11.655","986.000","11.655","375.000","11.655","527.000"
"11.660","548.000","11.660","1262.000","11.660","411.000","11.660","711.000"
"11.664","596.000","11.664","1466.000","11.664","461.000","11.664","897.000"
"11.669","601.000","11.669","1432.000","11.669","465.000","11.669","955.000"
"11.673","561.000","11.673","1202.000","11.673","437.000","11.673","876.000"
"11.677","492.000","11.677","900.000","11.677","421.000","11.677","671.000"
"11.682","437.000","11.682","632.000","11.682","374.000","11.682","471.000"
"11.686","414.000","11.686","484.000","11.686","336.000","11.686","335.000"
"11.690","403.000","11.690","399.000","11.690","337.000","11.690","265.000"
"11.695","368.000","11.695","368.000","11.695","315.000","11.695","232.000"
"11.699","374.000","11.699","367.000","11.699","317.000","11.699","228.000"
"11.704","380.000","11.704","351.000","11.704","319.000","11.704","221.000"
"11.708","371.000","11.708","360.000","11.708","322.000","11.708","221.000"
"11.712","374.000","11.712","375.000","11.712","330.000","11.712","215.000"
