"Ion 119.00 (118.70 to 119.70): MA_Population_62-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_62-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_62-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_62-1.D\data.ms",""
"11.625","356.000","11.625","274.000","11.625","273.000","11.625","235.000"
"11.629","349.000","11.629","277.000","11.629","276.000","11.629","209.000"
"11.634","342.000","11.634","270.000","11.634","270.000","11.634","189.000"
"11.638","373.000","11.638","276.000","11.638","257.000","11.638","175.000"
"11.642","374.000","11.642","283.000","11.642","266.000","11.642","167.000"
"11.647","406.000","11.647","280.000","11.647","261.000","11.647","163.000"
"11.651","436.000","11.651","301.000","11.651","262.000","11.651","172.000"
"11.656","478.000","11.656","331.000","11.656","264.000","11.656","182.000"
"11.660","496.000","11.660","428.000","11.660","279.000","11.660","215.000"
"11.664","492.000","11.664","541.000","11.664","281.000","11.664","288.000"
"11.669","490.000","11.669","739.000","11.669","306.000","11.669","398.000"
"11.673","493.000","11.673","946.000","11.673","308.000","11.673","548.000"
"11.677","474.000","11.677","1051.000","11.677","323.000","11.677","666.000"
"11.682","463.000","11.682","976.000","11.682","333.000","11.682","676.000"
"11.686","433.000","11.686","853.000","11.686","322.000","11.686","584.000"
"11.691","414.000","11.691","652.000","11.691","315.000","11.691","477.000"
"11.695","382.000","11.695","477.000","11.695","302.000","11.695","347.000"
"11.699","364.000","11.699","374.000","11.699","298.000","11.699","254.000"
"11.704","360.000","11.704","326.000","11.704","283.000","11.704","211.000"
"11.708","364.000","11.708","319.000","11.708","276.000","11.708","184.000"
"11.712","369.000","11.712","315.000","11.712","283.000","11.712","183.000"
