"Ion 119.00 (118.70 to 119.70): MA_Population_64-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_64-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_64-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_64-1.D\data.ms",""
"11.625","325.000","11.625","262.000","11.625","255.000","11.625","265.000"
"11.629","316.000","11.629","261.000","11.629","248.000","11.629","230.000"
"11.634","316.000","11.634","261.000","11.634","246.000","11.634","189.000"
"11.638","326.000","11.638","253.000","11.638","241.000","11.638","169.000"
"11.642","332.000","11.642","265.000","11.642","243.000","11.642","165.000"
"11.647","372.000","11.647","274.000","11.647","250.000","11.647","160.000"
"11.651","416.000","11.651","297.000","11.651","249.000","11.651","162.000"
"11.655","466.000","11.655","328.000","11.655","253.000","11.655","185.000"
"11.660","472.000","11.660","406.000","11.660","248.000","11.660","205.000"
"11.664","488.000","11.664","552.000","11.664","264.000","11.664","275.000"
"11.669","453.000","11.669","717.000","11.669","258.000","11.669","394.000"
"11.673","423.000","11.673","917.000","11.673","278.000","11.673","534.000"
"11.677","401.000","11.677","1037.000","11.677","284.000","11.677","646.000"
"11.682","390.000","11.682","1030.000","11.682","294.000","11.682","693.000"
"11.686","360.000","11.686","873.000","11.686","300.000","11.686","619.000"
"11.690","365.000","11.690","683.000","11.690","293.000","11.690","500.000"
"11.695","335.000","11.695","488.000","11.695","275.000","11.695","372.000"
"11.699","321.000","11.699","370.000","11.699","270.000","11.699","254.000"
"11.704","330.000","11.704","301.000","11.704","268.000","11.704","206.000"
"11.708","304.000","11.708","293.000","11.708","263.000","11.708","177.000"
"11.712","314.000","11.712","284.000","11.712","276.000","11.712","171.000"
