"Ion 119.00 (118.70 to 119.70): MA_Population_56-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_56-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_56-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_56-1.D\data.ms",""
"11.625","346.000","11.625","423.000","11.625","333.000","11.625","297.000"
"11.629","347.000","11.629","413.000","11.629","339.000","11.629","253.000"
"11.634","344.000","11.634","381.000","11.634","332.000","11.634","207.000"
"11.638","340.000","11.638","353.000","11.638","341.000","11.638","186.000"
"11.642","346.000","11.642","350.000","11.642","333.000","11.642","165.000"
"11.647","357.000","11.647","342.000","11.647","342.000","11.647","173.000"
"11.651","387.000","11.651","373.000","11.651","349.000","11.651","174.000"
"11.656","402.000","11.656","447.000","11.656","364.000","11.656","209.000"
"11.660","458.000","11.660","572.000","11.660","404.000","11.660","270.000"
"11.664","545.000","11.664","770.000","11.664","457.000","11.664","374.000"
"11.669","671.000","11.669","1027.000","11.669","532.000","11.669","538.000"
"11.673","747.000","11.673","1229.000","11.673","629.000","11.673","684.000"
"11.677","797.000","11.677","1243.000","11.677","684.000","11.677","786.000"
"11.682","744.000","11.682","1142.000","11.682","705.000","11.682","766.000"
"11.686","641.000","11.686","936.000","11.686","649.000","11.686","619.000"
"11.691","542.000","11.691","695.000","11.691","574.000","11.691","469.000"
"11.695","447.000","11.695","541.000","11.695","541.000","11.695","333.000"
"11.699","386.000","11.699","448.000","11.699","498.000","11.699","252.000"
"11.704","357.000","11.704","404.000","11.704","480.000","11.704","209.000"
"11.708","343.000","11.708","402.000","11.708","494.000","11.708","189.000"
"11.712","352.000","11.712","397.000","11.712","485.000","11.712","180.000"
