"Ion 119.00 (118.70 to 119.70): MA_Population_34-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_34-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_34-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_34-1.D\data.ms",""
"11.625","273.000","11.625","332.000","11.625","288.000","11.625","129.000"
"11.629","277.000","11.629","308.000","11.629","278.000","11.629","131.000"
"11.634","291.000","11.634","291.000","11.634","276.000","11.634","129.000"
"11.638","311.000","11.638","290.000","11.638","271.000","11.638","134.000"
"11.642","347.000","11.642","298.000","11.642","274.000","11.642","129.000"
"11.647","391.000","11.647","335.000","11.647","283.000","11.647","142.000"
"11.651","415.000","11.651","404.000","11.651","279.000","11.651","172.000"
"11.656","423.000","11.656","534.000","11.656","289.000","11.656","241.000"
"11.660","427.000","11.660","715.000","11.660","302.000","11.660","350.000"
"11.664","418.000","11.664","897.000","11.664","319.000","11.664","477.000"
"11.669","390.000","11.669","983.000","11.669","334.000","11.669","578.000"
"11.673","370.000","11.673","969.000","11.673","338.000","11.673","600.000"
"11.677","344.000","11.677","819.000","11.677","345.000","11.677","532.000"
"11.682","317.000","11.682","636.000","11.682","334.000","11.682","418.000"
"11.686","313.000","11.686","470.000","11.686","344.000","11.686","303.000"
"11.691","292.000","11.691","378.000","11.691","346.000","11.691","219.000"
"11.695","282.000","11.695","341.000","11.695","347.000","11.695","172.000"
"11.699","279.000","11.699","312.000","11.699","336.000","11.699","154.000"
"11.704","275.000","11.704","306.000","11.704","348.000","11.704","147.000"
"11.708","274.000","11.708","305.000","11.708","352.000","11.708","139.000"
"11.712","274.000","11.712","306.000","11.712","349.000","11.712","143.000"
