"Ion 119.00 (118.70 to 119.70): MA_Population_5-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_5-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_5-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_5-1.D\data.ms",""
"11.625","199.000","11.625","330.000","11.625","350.000","11.625","109.000"
"11.629","193.000","11.629","314.000","11.629","353.000","11.629","106.000"
"11.634","198.000","11.634","320.000","11.634","356.000","11.634","110.000"
"11.638","195.000","11.638","327.000","11.638","357.000","11.638","115.000"
"11.643","211.000","11.643","396.000","11.643","375.000","11.643","150.000"
"11.647","237.000","11.647","546.000","11.647","382.000","11.647","215.000"
"11.651","279.000","11.651","833.000","11.651","422.000","11.651","345.000"
"11.656","337.000","11.656","1221.000","11.656","450.000","11.656","585.000"
"11.660","395.000","11.660","1593.000","11.660","484.000","11.660","846.000"
"11.664","426.000","11.664","1750.000","11.664","531.000","11.664","1024.000"
"11.669","429.000","11.669","1621.000","11.669","537.000","11.669","1067.000"
"11.673","379.000","11.673","1355.000","11.673","543.000","11.673","906.000"
"11.678","317.000","11.678","1000.000","11.678","512.000","11.678","673.000"
"11.682","267.000","11.682","666.000","11.682","477.000","11.682","447.000"
"11.686","224.000","11.686","494.000","11.686","470.000","11.686","271.000"
"11.691","214.000","11.691","402.000","11.691","463.000","11.691","177.000"
"11.695","214.000","11.695","367.000","11.695","470.000","11.695","142.000"
"11.699","214.000","11.699","355.000","11.699","468.000","11.699","131.000"
"11.704","208.000","11.704","346.000","11.704","480.000","11.704","126.000"
"11.708","209.000","11.708","347.000","11.708","466.000","11.708","123.000"
"11.712","204.000","11.712","358.000","11.712","472.000","11.712","122.000"
