"Ion 119.00 (118.70 to 119.70): MA_Population_20-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_20-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_20-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_20-1.D\data.ms",""
"11.625","300.000","11.625","294.000","11.625","347.000","11.625","142.000"
"11.629","306.000","11.629","307.000","11.629","352.000","11.629","140.000"
"11.634","301.000","11.634","300.000","11.634","353.000","11.634","143.000"
"11.638","322.000","11.638","309.000","11.638","363.000","11.638","144.000"
"11.642","329.000","11.642","322.000","11.642","372.000","11.642","149.000"
"11.647","348.000","11.647","347.000","11.647","379.000","11.647","156.000"
"11.651","374.000","11.651","400.000","11.651","380.000","11.651","185.000"
"11.656","389.000","11.656","491.000","11.656","392.000","11.656","228.000"
"11.660","401.000","11.660","599.000","11.660","402.000","11.660","296.000"
"11.664","389.000","11.664","698.000","11.664","408.000","11.664","375.000"
"11.669","384.000","11.669","737.000","11.669","418.000","11.669","422.000"
"11.673","372.000","11.673","711.000","11.673","441.000","11.673","414.000"
"11.677","354.000","11.677","616.000","11.677","431.000","11.677","363.000"
"11.682","334.000","11.682","508.000","11.682","456.000","11.682","306.000"
"11.686","331.000","11.686","433.000","11.686","452.000","11.686","240.000"
"11.691","333.000","11.691","381.000","11.691","457.000","11.691","194.000"
"11.695","320.000","11.695","359.000","11.695","473.000","11.695","182.000"
"11.699","317.000","11.699","357.000","11.699","471.000","11.699","166.000"
"11.704","317.000","11.704","351.000","11.704","466.000","11.704","160.000"
"11.708","298.000","11.708","349.000","11.708","462.000","11.708","161.000"
"11.712","308.000","11.712","344.000","11.712","459.000","11.712","156.000"
