"Ion 119.00 (118.70 to 119.70): MA_Population_35-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_35-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_35-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_35-1.D\data.ms",""
"11.625","201.000","11.625","212.000","11.625","237.000","11.625","143.000"
"11.629","203.000","11.629","202.000","11.629","224.000","11.629","125.000"
"11.634","205.000","11.634","205.000","11.634","219.000","11.634","108.000"
"11.638","213.000","11.638","213.000","11.638","222.000","11.638","106.000"
"11.642","226.000","11.642","224.000","11.642","221.000","11.642","107.000"
"11.647","238.000","11.647","261.000","11.647","222.000","11.647","122.000"
"11.651","259.000","11.651","338.000","11.651","228.000","11.651","155.000"
"11.656","273.000","11.656","485.000","11.656","246.000","11.656","234.000"
"11.660","302.000","11.660","705.000","11.660","260.000","11.660","355.000"
"11.664","313.000","11.664","906.000","11.664","281.000","11.664","487.000"
"11.669","325.000","11.669","1035.000","11.669","304.000","11.669","629.000"
"11.673","311.000","11.673","1005.000","11.673","310.000","11.673","659.000"
"11.677","293.000","11.677","837.000","11.677","315.000","11.677","602.000"
"11.682","261.000","11.682","620.000","11.682","300.000","11.682","432.000"
"11.686","235.000","11.686","431.000","11.686","292.000","11.686","301.000"
"11.691","219.000","11.691","326.000","11.691","280.000","11.691","199.000"
"11.695","198.000","11.695","267.000","11.695","272.000","11.695","152.000"
"11.699","211.000","11.699","250.000","11.699","280.000","11.699","130.000"
"11.704","207.000","11.704","242.000","11.704","276.000","11.704","119.000"
"11.708","206.000","11.708","249.000","11.708","272.000","11.708","121.000"
"11.712","201.000","11.712","240.000","11.712","284.000","11.712","117.000"
