"Ion 119.00 (118.70 to 119.70): MA_Population_4-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_4-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_4-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_4-1.D\data.ms",""
"11.625","352.000","11.625","554.000","11.625","459.000","11.625","196.000"
"11.629","364.000","11.629","515.000","11.629","480.000","11.629","198.000"
"11.634","365.000","11.634","483.000","11.634","481.000","11.634","194.000"
"11.638","359.000","11.638","472.000","11.638","472.000","11.638","203.000"
"11.643","389.000","11.643","533.000","11.643","497.000","11.643","228.000"
"11.647","433.000","11.647","657.000","11.647","542.000","11.647","289.000"
"11.651","549.000","11.651","951.000","11.651","579.000","11.651","423.000"
"11.656","709.000","11.656","1337.000","11.656","663.000","11.656","650.000"
"11.660","890.000","11.660","1695.000","11.660","806.000","11.660","896.000"
"11.664","973.000","11.664","1885.000","11.664","897.000","11.664","1104.000"
"11.669","985.000","11.669","1842.000","11.669","973.000","11.669","1157.000"
"11.673","855.000","11.673","1471.000","11.673","907.000","11.673","974.000"
"11.677","696.000","11.677","1106.000","11.677","816.000","11.677","752.000"
"11.682","549.000","11.682","810.000","11.682","728.000","11.682","516.000"
"11.686","448.000","11.686","632.000","11.686","632.000","11.686","349.000"
"11.691","393.000","11.691","548.000","11.691","575.000","11.691","267.000"
"11.695","384.000","11.695","510.000","11.695","604.000","11.695","235.000"
"11.699","360.000","11.699","502.000","11.699","565.000","11.699","219.000"
"11.704","374.000","11.704","491.000","11.704","588.000","11.704","214.000"
"11.708","366.000","11.708","491.000","11.708","584.000","11.708","220.000"
"11.712","371.000","11.712","506.000","11.712","596.000","11.712","214.000"
