"Ion 119.00 (118.70 to 119.70): MA_Population_30-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_30-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_30-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_30-1.D\data.ms",""
"11.625","322.000","11.625","473.000","11.625","391.000","11.625","157.000"
"11.629","310.000","11.629","422.000","11.629","372.000","11.629","156.000"
"11.634","318.000","11.634","385.000","11.634","362.000","11.634","153.000"
"11.638","329.000","11.638","377.000","11.638","361.000","11.638","154.000"
"11.642","341.000","11.642","392.000","11.642","348.000","11.642","164.000"
"11.647","366.000","11.647","458.000","11.647","370.000","11.647","186.000"
"11.651","402.000","11.651","582.000","11.651","373.000","11.651","248.000"
"11.656","435.000","11.656","847.000","11.656","392.000","11.656","383.000"
"11.660","472.000","11.660","1194.000","11.660","407.000","11.660","594.000"
"11.664","492.000","11.664","1534.000","11.664","440.000","11.664","823.000"
"11.669","498.000","11.669","1758.000","11.669","473.000","11.669","1040.000"
"11.673","481.000","11.673","1664.000","11.673","491.000","11.673","1091.000"
"11.677","445.000","11.677","1340.000","11.677","478.000","11.677","926.000"
"11.682","402.000","11.682","976.000","11.682","472.000","11.682","685.000"
"11.686","374.000","11.686","690.000","11.686","455.000","11.686","453.000"
"11.691","346.000","11.691","527.000","11.691","436.000","11.691","304.000"
"11.695","326.000","11.695","452.000","11.695","429.000","11.695","221.000"
"11.699","318.000","11.699","421.000","11.699","440.000","11.699","188.000"
"11.704","312.000","11.704","397.000","11.704","437.000","11.704","180.000"
"11.708","309.000","11.708","394.000","11.708","449.000","11.708","171.000"
"11.712","309.000","11.712","391.000","11.712","438.000","11.712","171.000"
