"Ion 119.00 (118.70 to 119.70): MA_Population_26-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_26-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_26-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_26-1.D\data.ms",""
"11.625","276.000","11.625","286.000","11.625","311.000","11.625","135.000"
"11.629","263.000","11.629","263.000","11.629","283.000","11.629","129.000"
"11.634","263.000","11.634","266.000","11.634","272.000","11.634","131.000"
"11.638","260.000","11.638","268.000","11.638","263.000","11.638","130.000"
"11.642","272.000","11.642","289.000","11.642","264.000","11.642","143.000"
"11.647","280.000","11.647","377.000","11.647","263.000","11.647","169.000"
"11.651","306.000","11.651","547.000","11.651","272.000","11.651","260.000"
"11.655","318.000","11.655","841.000","11.655","282.000","11.655","417.000"
"11.660","342.000","11.660","1199.000","11.660","284.000","11.660","639.000"
"11.664","349.000","11.664","1487.000","11.664","306.000","11.664","876.000"
"11.669","358.000","11.669","1584.000","11.669","311.000","11.669","995.000"
"11.673","339.000","11.673","1488.000","11.673","314.000","11.673","1000.000"
"11.677","321.000","11.677","1220.000","11.677","311.000","11.677","862.000"
"11.682","310.000","11.682","863.000","11.682","309.000","11.682","632.000"
"11.686","291.000","11.686","575.000","11.686","311.000","11.686","419.000"
"11.690","285.000","11.690","420.000","11.690","295.000","11.690","274.000"
"11.695","275.000","11.695","348.000","11.695","305.000","11.695","199.000"
"11.699","276.000","11.699","325.000","11.699","308.000","11.699","171.000"
"11.704","267.000","11.704","316.000","11.704","300.000","11.704","152.000"
"11.708","271.000","11.708","309.000","11.708","300.000","11.708","153.000"
"11.712","264.000","11.712","300.000","11.712","304.000","11.712","147.000"
