"Ion 119.00 (118.70 to 119.70): MA_Population_2-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_2-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_2-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_2-1.D\data.ms",""
"11.625","214.000","11.625","313.000","11.625","338.000","11.625","128.000"
"11.629","221.000","11.629","275.000","11.629","332.000","11.629","129.000"
"11.634","221.000","11.634","261.000","11.634","327.000","11.634","130.000"
"11.638","211.000","11.638","273.000","11.638","331.000","11.638","136.000"
"11.643","226.000","11.643","335.000","11.643","344.000","11.643","169.000"
"11.647","246.000","11.647","499.000","11.647","364.000","11.647","228.000"
"11.651","275.000","11.651","772.000","11.651","378.000","11.651","371.000"
"11.656","318.000","11.656","1141.000","11.656","416.000","11.656","582.000"
"11.660","366.000","11.660","1484.000","11.660","433.000","11.660","831.000"
"11.664","399.000","11.664","1621.000","11.664","469.000","11.664","1010.000"
"11.669","378.000","11.669","1501.000","11.669","490.000","11.669","1017.000"
"11.673","339.000","11.673","1163.000","11.673","481.000","11.673","857.000"
"11.678","295.000","11.678","813.000","11.678","463.000","11.678","619.000"
"11.682","268.000","11.682","534.000","11.682","447.000","11.682","412.000"
"11.686","245.000","11.686","384.000","11.686","431.000","11.686","255.000"
"11.691","227.000","11.691","312.000","11.691","426.000","11.691","191.000"
"11.695","225.000","11.695","290.000","11.695","422.000","11.695","154.000"
"11.699","225.000","11.699","290.000","11.699","425.000","11.699","139.000"
"11.704","223.000","11.704","294.000","11.704","436.000","11.704","139.000"
"11.708","217.000","11.708","286.000","11.708","448.000","11.708","140.000"
"11.712","226.000","11.712","277.000","11.712","456.000","11.712","141.000"
