"Ion 119.00 (118.70 to 119.70): MA_Population_60-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_60-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_60-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_60-1.D\data.ms",""
"11.625","309.000","11.625","300.000","11.625","258.000","11.625","209.000"
"11.629","308.000","11.629","298.000","11.629","251.000","11.629","185.000"
"11.634","301.000","11.634","297.000","11.634","260.000","11.634","167.000"
"11.638","300.000","11.638","306.000","11.638","255.000","11.638","156.000"
"11.642","310.000","11.642","307.000","11.642","255.000","11.642","148.000"
"11.647","323.000","11.647","311.000","11.647","264.000","11.647","144.000"
"11.651","322.000","11.651","321.000","11.651","265.000","11.651","148.000"
"11.655","329.000","11.655","364.000","11.655","270.000","11.655","164.000"
"11.660","341.000","11.660","433.000","11.660","276.000","11.660","196.000"
"11.664","347.000","11.664","559.000","11.664","275.000","11.664","267.000"
"11.669","336.000","11.669","691.000","11.669","293.000","11.669","344.000"
"11.673","345.000","11.673","831.000","11.673","294.000","11.673","449.000"
"11.677","339.000","11.677","866.000","11.677","317.000","11.677","508.000"
"11.682","332.000","11.682","827.000","11.682","317.000","11.682","509.000"
"11.686","324.000","11.686","686.000","11.686","318.000","11.686","443.000"
"11.690","316.000","11.690","530.000","11.690","317.000","11.690","334.000"
"11.695","304.000","11.695","432.000","11.695","325.000","11.695","246.000"
"11.699","303.000","11.699","373.000","11.699","329.000","11.699","198.000"
"11.704","307.000","11.704","358.000","11.704","338.000","11.704","173.000"
"11.708","302.000","11.708","348.000","11.708","329.000","11.708","162.000"
"11.712","305.000","11.712","335.000","11.712","330.000","11.712","155.000"
