"Ion 119.00 (118.70 to 119.70): MA_Population_65-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_65-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_65-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_65-1.D\data.ms",""
"11.625","257.000","11.625","211.000","11.625","205.000","11.625","200.000"
"11.629","266.000","11.629","219.000","11.629","198.000","11.629","176.000"
"11.634","261.000","11.634","219.000","11.634","188.000","11.634","146.000"
"11.638","276.000","11.638","211.000","11.638","198.000","11.638","138.000"
"11.642","313.000","11.642","224.000","11.642","196.000","11.642","128.000"
"11.647","370.000","11.647","230.000","11.647","193.000","11.647","130.000"
"11.651","433.000","11.651","254.000","11.651","199.000","11.651","127.000"
"11.655","485.000","11.655","299.000","11.655","206.000","11.655","141.000"
"11.660","506.000","11.660","364.000","11.660","203.000","11.660","167.000"
"11.664","493.000","11.664","478.000","11.664","209.000","11.664","225.000"
"11.669","465.000","11.669","669.000","11.669","217.000","11.669","335.000"
"11.673","407.000","11.673","850.000","11.673","232.000","11.673","461.000"
"11.677","383.000","11.677","971.000","11.677","238.000","11.677","584.000"
"11.682","359.000","11.682","939.000","11.682","246.000","11.682","630.000"
"11.686","327.000","11.686","821.000","11.686","249.000","11.686","570.000"
"11.690","305.000","11.690","609.000","11.690","243.000","11.690","465.000"
"11.695","284.000","11.695","429.000","11.695","234.000","11.695","314.000"
"11.699","277.000","11.699","317.000","11.699","224.000","11.699","220.000"
"11.704","274.000","11.704","272.000","11.704","221.000","11.704","176.000"
"11.708","268.000","11.708","243.000","11.708","219.000","11.708","144.000"
"11.712","257.000","11.712","239.000","11.712","216.000","11.712","145.000"
