"Ion 119.00 (118.70 to 119.70): MA_Population_17-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_17-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_17-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_17-1.D\data.ms",""
"11.625","334.000","11.625","978.000","11.625","322.000","11.625","147.000"
"11.629","336.000","11.629","700.000","11.629","320.000","11.629","149.000"
"11.634","332.000","11.634","526.000","11.634","312.000","11.634","146.000"
"11.638","366.000","11.638","429.000","11.638","314.000","11.638","154.000"
"11.642","400.000","11.642","478.000","11.642","317.000","11.642","188.000"
"11.647","459.000","11.647","690.000","11.647","334.000","11.647","286.000"
"11.651","538.000","11.651","1182.000","11.651","336.000","11.651","510.000"
"11.656","628.000","11.656","1971.000","11.656","346.000","11.656","931.000"
"11.660","674.000","11.660","2793.000","11.660","347.000","11.660","1480.000"
"11.664","732.000","11.664","3343.000","11.664","368.000","11.664","1940.000"
"11.669","740.000","11.669","3469.000","11.669","379.000","11.669","2212.000"
"11.673","707.000","11.673","3008.000","11.673","385.000","11.673","2035.000"
"11.677","681.000","11.677","2150.000","11.677","388.000","11.677","1590.000"
"11.682","645.000","11.682","1410.000","11.682","392.000","11.682","1065.000"
"11.686","602.000","11.686","905.000","11.686","393.000","11.686","645.000"
"11.691","554.000","11.691","610.000","11.691","372.000","11.691","375.000"
"11.695","539.000","11.695","492.000","11.695","381.000","11.695","243.000"
"11.699","505.000","11.699","435.000","11.699","378.000","11.699","191.000"
"11.704","467.000","11.704","422.000","11.704","389.000","11.704","177.000"
"11.708","450.000","11.708","403.000","11.708","391.000","11.708","166.000"
"11.712","436.000","11.712","391.000","11.712","390.000","11.712","162.000"
