"Ion 119.00 (118.70 to 119.70): MA_Population_49-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_49-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_49-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_49-1.D\data.ms",""
"11.625","332.000","11.625","341.000","11.625","332.000","11.625","264.000"
"11.629","329.000","11.629","331.000","11.629","331.000","11.629","215.000"
"11.634","349.000","11.634","328.000","11.634","323.000","11.634","190.000"
"11.638","350.000","11.638","332.000","11.638","322.000","11.638","166.000"
"11.642","372.000","11.642","346.000","11.642","328.000","11.642","169.000"
"11.647","414.000","11.647","359.000","11.647","340.000","11.647","168.000"
"11.651","456.000","11.651","387.000","11.651","349.000","11.651","180.000"
"11.656","485.000","11.656","460.000","11.656","362.000","11.656","208.000"
"11.660","529.000","11.660","605.000","11.660","421.000","11.660","269.000"
"11.664","585.000","11.664","810.000","11.664","463.000","11.664","391.000"
"11.669","646.000","11.669","1035.000","11.669","516.000","11.669","555.000"
"11.673","703.000","11.673","1171.000","11.673","574.000","11.673","685.000"
"11.677","700.000","11.677","1207.000","11.677","609.000","11.677","732.000"
"11.682","637.000","11.682","1044.000","11.682","612.000","11.682","702.000"
"11.686","554.000","11.686","800.000","11.686","575.000","11.686","550.000"
"11.690","455.000","11.690","609.000","11.690","535.000","11.690","412.000"
"11.695","392.000","11.695","476.000","11.695","500.000","11.695","273.000"
"11.699","367.000","11.699","418.000","11.699","464.000","11.699","218.000"
"11.704","348.000","11.704","389.000","11.704","446.000","11.704","196.000"
"11.708","335.000","11.708","386.000","11.708","450.000","11.708","177.000"
"11.712","338.000","11.712","396.000","11.712","465.000","11.712","177.000"
