"Ion 119.00 (118.70 to 119.70): MA_Population_46-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_46-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_46-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_46-1.D\data.ms",""
"11.625","617.000","11.625","650.000","11.625","552.000","11.625","617.000"
"11.629","630.000","11.629","609.000","11.629","545.000","11.629","470.000"
"11.634","626.000","11.634","594.000","11.634","522.000","11.634","344.000"
"11.638","674.000","11.638","582.000","11.638","517.000","11.638","282.000"
"11.642","785.000","11.642","624.000","11.642","516.000","11.642","250.000"
"11.647","955.000","11.647","688.000","11.647","538.000","11.647","275.000"
"11.651","1180.000","11.651","863.000","11.651","531.000","11.651","319.000"
"11.656","1310.000","11.656","1183.000","11.656","573.000","11.656","462.000"
"11.660","1440.000","11.660","1810.000","11.660","628.000","11.660","752.000"
"11.664","1452.000","11.664","2650.000","11.664","702.000","11.664","1265.000"
"11.669","1458.000","11.669","3426.000","11.669","772.000","11.669","1869.000"
"11.673","1395.000","11.673","3932.000","11.673","874.000","11.673","2369.000"
"11.677","1277.000","11.677","3765.000","11.677","892.000","11.677","2475.000"
"11.682","1095.000","11.682","3202.000","11.682","901.000","11.682","2176.000"
"11.686","949.000","11.686","2286.000","11.686","828.000","11.686","1658.000"
"11.691","817.000","11.691","1559.000","11.691","748.000","11.691","1097.000"
"11.695","727.000","11.695","1063.000","11.695","700.000","11.695","688.000"
"11.699","655.000","11.699","818.000","11.699","656.000","11.699","450.000"
"11.704","622.000","11.704","714.000","11.704","640.000","11.704","342.000"
"11.708","617.000","11.708","687.000","11.708","642.000","11.708","303.000"
"11.712","610.000","11.712","693.000","11.712","653.000","11.712","296.000"
