"Ion 119.00 (118.70 to 119.70): MA_Population_23-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_23-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_23-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_23-1.D\data.ms",""
"11.625","214.000","11.625","199.000","11.625","204.000","11.625","110.000"
"11.629","219.000","11.629","196.000","11.629","202.000","11.629","107.000"
"11.634","215.000","11.634","198.000","11.634","199.000","11.634","111.000"
"11.638","213.000","11.638","198.000","11.638","193.000","11.638","112.000"
"11.643","212.000","11.643","201.000","11.643","200.000","11.643","111.000"
"11.647","232.000","11.647","235.000","11.647","199.000","11.647","130.000"
"11.651","216.000","11.651","292.000","11.651","201.000","11.651","156.000"
"11.656","226.000","11.656","392.000","11.656","204.000","11.656","210.000"
"11.660","227.000","11.660","503.000","11.660","206.000","11.660","279.000"
"11.664","235.000","11.664","589.000","11.664","207.000","11.664","354.000"
"11.669","232.000","11.669","628.000","11.669","216.000","11.669","397.000"
"11.673","227.000","11.673","572.000","11.673","212.000","11.673","388.000"
"11.677","227.000","11.677","472.000","11.677","211.000","11.677","329.000"
"11.682","229.000","11.682","370.000","11.682","213.000","11.682","260.000"
"11.686","219.000","11.686","300.000","11.686","215.000","11.686","200.000"
"11.691","227.000","11.691","253.000","11.691","219.000","11.691","163.000"
"11.695","225.000","11.695","234.000","11.695","215.000","11.695","140.000"
"11.699","225.000","11.699","224.000","11.699","218.000","11.699","128.000"
"11.704","228.000","11.704","219.000","11.704","224.000","11.704","128.000"
"11.708","220.000","11.708","215.000","11.708","224.000","11.708","121.000"
"11.712","221.000","11.712","217.000","11.712","220.000","11.712","124.000"
