"Ion 119.00 (118.70 to 119.70): MA_Population_50-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_50-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_50-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_50-1.D\data.ms",""
"11.625","331.000","11.625","332.000","11.625","298.000","11.625","250.000"
"11.629","332.000","11.629","326.000","11.629","300.000","11.629","209.000"
"11.634","332.000","11.634","323.000","11.634","297.000","11.634","174.000"
"11.638","367.000","11.638","339.000","11.638","303.000","11.638","158.000"
"11.642","447.000","11.642","349.000","11.642","302.000","11.642","150.000"
"11.647","523.000","11.647","379.000","11.647","304.000","11.647","153.000"
"11.651","592.000","11.651","426.000","11.651","312.000","11.651","163.000"
"11.655","628.000","11.655","512.000","11.655","328.000","11.655","204.000"
"11.660","640.000","11.660","677.000","11.660","343.000","11.660","275.000"
"11.664","605.000","11.664","900.000","11.664","337.000","11.664","428.000"
"11.669","561.000","11.669","1184.000","11.669","378.000","11.669","612.000"
"11.673","522.000","11.673","1327.000","11.673","414.000","11.673","760.000"
"11.677","485.000","11.677","1279.000","11.677","418.000","11.677","765.000"
"11.682","441.000","11.682","1111.000","11.682","425.000","11.682","727.000"
"11.686","401.000","11.686","871.000","11.686","428.000","11.686","577.000"
"11.690","370.000","11.690","639.000","11.690","404.000","11.690","412.000"
"11.695","359.000","11.695","503.000","11.695","403.000","11.695","293.000"
"11.699","336.000","11.699","421.000","11.699","400.000","11.699","212.000"
"11.704","319.000","11.704","389.000","11.704","398.000","11.704","174.000"
"11.708","327.000","11.708","385.000","11.708","410.000","11.708","167.000"
"11.712","328.000","11.712","390.000","11.712","404.000","11.712","162.000"
