"Ion 119.00 (118.70 to 119.70): MA_Population_53-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_53-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_53-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_53-1.D\data.ms",""
"11.625","293.000","11.625","267.000","11.625","267.000","11.625","253.000"
"11.629","287.000","11.629","267.000","11.629","260.000","11.629","214.000"
"11.634","291.000","11.634","261.000","11.634","263.000","11.634","164.000"
"11.638","283.000","11.638","256.000","11.638","255.000","11.638","144.000"
"11.643","295.000","11.643","269.000","11.643","263.000","11.643","144.000"
"11.647","294.000","11.647","283.000","11.647","256.000","11.647","147.000"
"11.651","304.000","11.651","306.000","11.651","268.000","11.651","156.000"
"11.656","324.000","11.656","370.000","11.656","271.000","11.656","171.000"
"11.660","351.000","11.660","488.000","11.660","292.000","11.660","232.000"
"11.664","391.000","11.664","693.000","11.664","324.000","11.664","337.000"
"11.669","446.000","11.669","905.000","11.669","357.000","11.669","482.000"
"11.673","479.000","11.673","1023.000","11.673","386.000","11.673","603.000"
"11.678","478.000","11.678","1037.000","11.678","412.000","11.678","667.000"
"11.682","456.000","11.682","904.000","11.682","405.000","11.682","599.000"
"11.686","406.000","11.686","704.000","11.686","395.000","11.686","486.000"
"11.691","363.000","11.691","523.000","11.691","366.000","11.691","345.000"
"11.695","336.000","11.695","403.000","11.695","340.000","11.695","248.000"
"11.699","304.000","11.699","354.000","11.699","326.000","11.699","186.000"
"11.704","300.000","11.704","328.000","11.704","303.000","11.704","162.000"
"11.708","295.000","11.708","314.000","11.708","307.000","11.708","147.000"
"11.712","288.000","11.712","320.000","11.712","321.000","11.712","146.000"
