"Ion 119.00 (118.70 to 119.70): MA_Population_43-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_43-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_43-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_43-1.D\data.ms",""
"11.625","578.000","11.625","575.000","11.625","441.000","11.625","629.000"
"11.629","602.000","11.629","527.000","11.629","418.000","11.629","426.000"
"11.634","664.000","11.634","536.000","11.634","401.000","11.634","315.000"
"11.638","810.000","11.638","533.000","11.638","394.000","11.638","244.000"
"11.642","1093.000","11.642","579.000","11.642","399.000","11.642","246.000"
"11.647","1420.000","11.647","709.000","11.647","403.000","11.647","238.000"
"11.651","1709.000","11.651","897.000","11.651","434.000","11.651","299.000"
"11.656","1837.000","11.656","1231.000","11.656","433.000","11.656","441.000"
"11.660","1711.000","11.660","1796.000","11.660","452.000","11.660","730.000"
"11.664","1510.000","11.664","2581.000","11.664","494.000","11.664","1191.000"
"11.669","1282.000","11.669","3275.000","11.669","504.000","11.669","1755.000"
"11.673","1084.000","11.673","3730.000","11.673","512.000","11.673","2164.000"
"11.677","967.000","11.677","3524.000","11.677","531.000","11.677","2305.000"
"11.682","875.000","11.682","2750.000","11.682","539.000","11.682","1961.000"
"11.686","752.000","11.686","1944.000","11.686","509.000","11.686","1401.000"
"11.691","703.000","11.691","1231.000","11.691","478.000","11.691","920.000"
"11.695","654.000","11.695","836.000","11.695","466.000","11.695","539.000"
"11.699","627.000","11.699","668.000","11.699","479.000","11.699","359.000"
"11.704","599.000","11.704","569.000","11.704","481.000","11.704","285.000"
"11.708","568.000","11.708","560.000","11.708","472.000","11.708","250.000"
"11.712","568.000","11.712","541.000","11.712","465.000","11.712","239.000"
