"Ion 119.00 (118.70 to 119.70): MA_Population_6-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_6-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_6-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_6-1.D\data.ms",""
"11.625","328.000","11.625","617.000","11.625","477.000","11.625","174.000"
"11.629","328.000","11.629","522.000","11.629","490.000","11.629","166.000"
"11.634","337.000","11.634","470.000","11.634","486.000","11.634","169.000"
"11.638","336.000","11.638","473.000","11.638","504.000","11.638","187.000"
"11.642","354.000","11.642","578.000","11.642","539.000","11.642","238.000"
"11.647","416.000","11.647","835.000","11.647","539.000","11.647","346.000"
"11.651","562.000","11.651","1349.000","11.651","610.000","11.651","616.000"
"11.656","742.000","11.656","2117.000","11.656","734.000","11.656","1012.000"
"11.660","953.000","11.660","2831.000","11.660","890.000","11.660","1507.000"
"11.664","1086.000","11.664","3226.000","11.664","1000.000","11.664","1899.000"
"11.669","1069.000","11.669","3043.000","11.669","1068.000","11.669","1983.000"
"11.673","941.000","11.673","2507.000","11.673","1014.000","11.673","1758.000"
"11.677","749.000","11.677","1786.000","11.677","879.000","11.677","1295.000"
"11.682","573.000","11.682","1136.000","11.682","784.000","11.682","831.000"
"11.686","455.000","11.686","769.000","11.686","690.000","11.686","507.000"
"11.691","389.000","11.691","576.000","11.691","639.000","11.691","313.000"
"11.695","354.000","11.695","515.000","11.695","623.000","11.695","246.000"
"11.699","336.000","11.699","489.000","11.699","598.000","11.699","204.000"
"11.704","349.000","11.704","495.000","11.704","603.000","11.704","195.000"
"11.708","342.000","11.708","471.000","11.708","611.000","11.708","193.000"
"11.712","326.000","11.712","475.000","11.712","621.000","11.712","194.000"
