"Ion 119.00 (118.70 to 119.70): MA_Population_19-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_19-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_19-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_19-1.D\data.ms",""
"11.625","343.000","11.625","562.000","11.625","374.000","11.625","187.000"
"11.629","340.000","11.629","564.000","11.629","362.000","11.629","185.000"
"11.634","348.000","11.634","570.000","11.634","369.000","11.634","189.000"
"11.638","339.000","11.638","576.000","11.638","374.000","11.638","183.000"
"11.642","356.000","11.642","580.000","11.642","383.000","11.642","190.000"
"11.647","358.000","11.647","621.000","11.647","394.000","11.647","202.000"
"11.651","376.000","11.651","698.000","11.651","408.000","11.651","240.000"
"11.655","402.000","11.655","822.000","11.655","424.000","11.655","309.000"
"11.660","440.000","11.660","969.000","11.660","439.000","11.660","407.000"
"11.664","468.000","11.664","1098.000","11.664","469.000","11.664","499.000"
"11.669","489.000","11.669","1149.000","11.669","487.000","11.669","567.000"
"11.673","488.000","11.673","1096.000","11.673","508.000","11.673","556.000"
"11.677","462.000","11.677","969.000","11.677","500.000","11.677","488.000"
"11.682","419.000","11.682","822.000","11.682","483.000","11.682","383.000"
"11.686","394.000","11.686","736.000","11.686","471.000","11.686","300.000"
"11.690","373.000","11.690","669.000","11.690","465.000","11.690","238.000"
"11.695","365.000","11.695","647.000","11.695","457.000","11.695","222.000"
"11.699","359.000","11.699","630.000","11.699","445.000","11.699","201.000"
"11.704","359.000","11.704","640.000","11.704","450.000","11.704","196.000"
"11.708","359.000","11.708","627.000","11.708","466.000","11.708","201.000"
"11.712","357.000","11.712","642.000","11.712","456.000","11.712","194.000"
