"Ion 119.00 (118.70 to 119.70): MA_Population_68-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_68-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_68-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_68-1.D\data.ms",""
"11.628","340.000","11.628","794.000","11.628","302.000","11.628","276.000"
"11.633","338.000","11.633","657.000","11.633","301.000","11.633","230.000"
"11.637","358.000","11.637","524.000","11.637","295.000","11.637","194.000"
"11.641","404.000","11.641","418.000","11.641","294.000","11.641","171.000"
"11.646","477.000","11.646","371.000","11.646","288.000","11.646","173.000"
"11.650","588.000","11.650","385.000","11.650","295.000","11.650","180.000"
"11.654","727.000","11.654","430.000","11.654","303.000","11.654","191.000"
"11.659","813.000","11.659","516.000","11.659","335.000","11.659","217.000"
"11.663","884.000","11.663","702.000","11.663","389.000","11.663","299.000"
"11.668","983.000","11.668","961.000","11.668","488.000","11.668","460.000"
"11.672","1100.000","11.672","1236.000","11.672","614.000","11.672","648.000"
"11.676","1166.000","11.676","1423.000","11.676","738.000","11.676","824.000"
"11.681","1208.000","11.681","1471.000","11.681","813.000","11.681","915.000"
"11.685","1058.000","11.685","1270.000","11.685","824.000","11.685","885.000"
"11.689","839.000","11.689","982.000","11.689","727.000","11.689","694.000"
"11.694","636.000","11.694","694.000","11.694","605.000","11.694","491.000"
"11.698","500.000","11.698","527.000","11.698","487.000","11.698","360.000"
"11.703","423.000","11.703","443.000","11.703","412.000","11.703","262.000"
"11.707","382.000","11.707","392.000","11.707","375.000","11.707","210.000"
"11.711","362.000","11.711","373.000","11.711","376.000","11.711","199.000"
