"Ion 119.00 (118.70 to 119.70): MA_Population_73-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_73-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_73-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_73-1.D\data.ms",""
"11.625","239.000","11.625","305.000","11.625","202.000","11.625","214.000"
"11.629","225.000","11.629","290.000","11.629","182.000","11.629","189.000"
"11.634","227.000","11.634","259.000","11.634","182.000","11.634","152.000"
"11.638","232.000","11.638","220.000","11.638","188.000","11.638","128.000"
"11.643","227.000","11.643","210.000","11.643","184.000","11.643","121.000"
"11.647","248.000","11.647","206.000","11.647","186.000","11.647","120.000"
"11.651","257.000","11.651","212.000","11.651","186.000","11.651","120.000"
"11.656","266.000","11.656","249.000","11.656","192.000","11.656","135.000"
"11.660","273.000","11.660","305.000","11.660","189.000","11.660","156.000"
"11.664","270.000","11.664","423.000","11.664","195.000","11.664","210.000"
"11.669","285.000","11.669","612.000","11.669","207.000","11.669","323.000"
"11.673","277.000","11.673","815.000","11.673","213.000","11.673","456.000"
"11.677","282.000","11.677","950.000","11.677","223.000","11.677","596.000"
"11.682","289.000","11.682","966.000","11.682","231.000","11.682","632.000"
"11.686","265.000","11.686","831.000","11.686","228.000","11.686","598.000"
"11.691","260.000","11.691","619.000","11.691","220.000","11.691","468.000"
"11.695","241.000","11.695","442.000","11.695","225.000","11.695","326.000"
"11.699","236.000","11.699","318.000","11.699","213.000","11.699","227.000"
"11.704","229.000","11.704","240.000","11.704","215.000","11.704","169.000"
"11.708","229.000","11.708","233.000","11.708","209.000","11.708","138.000"
"11.712","229.000","11.712","216.000","11.712","213.000","11.712","127.000"
