"Ion 119.00 (118.70 to 119.70): MA_Population_24-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_24-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_24-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_24-1.D\data.ms",""
"11.625","173.000","11.625","155.000","11.625","165.000","11.625","89.000"
"11.629","172.000","11.629","148.000","11.629","161.000","11.629","92.000"
"11.634","168.000","11.634","154.000","11.634","165.000","11.634","95.000"
"11.638","167.000","11.638","152.000","11.638","165.000","11.638","92.000"
"11.643","169.000","11.643","159.000","11.643","156.000","11.643","91.000"
"11.647","177.000","11.647","177.000","11.647","163.000","11.647","101.000"
"11.651","188.000","11.651","201.000","11.651","175.000","11.651","115.000"
"11.656","199.000","11.656","250.000","11.656","174.000","11.656","140.000"
"11.660","211.000","11.660","307.000","11.660","187.000","11.660","174.000"
"11.664","234.000","11.664","368.000","11.664","200.000","11.664","220.000"
"11.669","232.000","11.669","372.000","11.669","207.000","11.669","240.000"
"11.673","230.000","11.673","344.000","11.673","211.000","11.673","227.000"
"11.677","212.000","11.677","286.000","11.677","206.000","11.677","202.000"
"11.682","201.000","11.682","239.000","11.682","201.000","11.682","165.000"
"11.686","191.000","11.686","199.000","11.686","194.000","11.686","134.000"
"11.691","184.000","11.691","182.000","11.691","182.000","11.691","116.000"
"11.695","179.000","11.695","172.000","11.695","186.000","11.695","108.000"
"11.699","174.000","11.699","169.000","11.699","186.000","11.699","105.000"
"11.704","177.000","11.704","170.000","11.704","188.000","11.704","102.000"
"11.708","172.000","11.708","171.000","11.708","193.000","11.708","98.000"
"11.712","181.000","11.712","170.000","11.712","199.000","11.712","100.000"
