"Ion 119.00 (118.70 to 119.70): MA_Population_3-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_3-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_3-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_3-1.D\data.ms",""
"11.625","342.000","11.625","753.000","11.625","383.000","11.625","173.000"
"11.629","332.000","11.629","592.000","11.629","386.000","11.629","178.000"
"11.634","338.000","11.634","508.000","11.634","383.000","11.634","185.000"
"11.638","343.000","11.638","505.000","11.638","377.000","11.638","205.000"
"11.642","348.000","11.642","613.000","11.642","374.000","11.642","271.000"
"11.647","387.000","11.647","1004.000","11.647","410.000","11.647","421.000"
"11.651","458.000","11.651","1668.000","11.651","440.000","11.651","748.000"
"11.656","510.000","11.656","2579.000","11.656","471.000","11.656","1303.000"
"11.660","610.000","11.660","3457.000","11.660","527.000","11.660","1887.000"
"11.664","642.000","11.664","3985.000","11.664","589.000","11.664","2433.000"
"11.669","632.000","11.669","3602.000","11.669","595.000","11.669","2426.000"
"11.673","579.000","11.673","2833.000","11.673","585.000","11.673","2046.000"
"11.677","494.000","11.677","1941.000","11.677","548.000","11.677","1507.000"
"11.682","421.000","11.682","1195.000","11.682","502.000","11.682","920.000"
"11.686","393.000","11.686","771.000","11.686","458.000","11.686","551.000"
"11.691","359.000","11.691","572.000","11.691","485.000","11.691","344.000"
"11.695","347.000","11.695","508.000","11.695","473.000","11.695","263.000"
"11.699","342.000","11.699","459.000","11.699","460.000","11.699","224.000"
"11.704","340.000","11.704","447.000","11.704","462.000","11.704","212.000"
"11.708","339.000","11.708","445.000","11.708","474.000","11.708","195.000"
"11.712","345.000","11.712","441.000","11.712","480.000","11.712","201.000"
