"Ion 119.00 (118.70 to 119.70): MA_Population_22-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_22-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_22-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_22-1.D\data.ms",""
"11.628","279.000","11.628","330.000","11.628","240.000","11.628","140.000"
"11.633","285.000","11.633","321.000","11.633","244.000","11.633","144.000"
"11.637","286.000","11.637","322.000","11.637","251.000","11.637","140.000"
"11.641","296.000","11.641","330.000","11.641","254.000","11.641","149.000"
"11.646","297.000","11.646","355.000","11.646","254.000","11.646","161.000"
"11.650","308.000","11.650","431.000","11.650","260.000","11.650","185.000"
"11.654","328.000","11.654","543.000","11.654","267.000","11.654","251.000"
"11.659","366.000","11.659","727.000","11.659","281.000","11.659","344.000"
"11.663","386.000","11.663","872.000","11.663","301.000","11.663","467.000"
"11.668","397.000","11.668","962.000","11.668","318.000","11.668","548.000"
"11.672","401.000","11.672","931.000","11.672","324.000","11.672","566.000"
"11.676","373.000","11.676","812.000","11.676","334.000","11.676","519.000"
"11.681","355.000","11.681","635.000","11.681","315.000","11.681","401.000"
"11.685","329.000","11.685","492.000","11.685","287.000","11.685","308.000"
"11.689","312.000","11.689","412.000","11.689","281.000","11.689","214.000"
"11.694","305.000","11.694","378.000","11.694","272.000","11.694","181.000"
"11.698","299.000","11.698","367.000","11.698","278.000","11.698","166.000"
"11.703","293.000","11.703","355.000","11.703","270.000","11.703","155.000"
"11.707","293.000","11.707","344.000","11.707","274.000","11.707","157.000"
"11.711","296.000","11.711","339.000","11.711","281.000","11.711","149.000"
