"Ion 119.00 (118.70 to 119.70): MA_Population_45-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_45-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_45-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_45-1.D\data.ms",""
"11.625","428.000","11.625","659.000","11.625","510.000","11.625","381.000"
"11.629","427.000","11.629","612.000","11.629","501.000","11.629","308.000"
"11.634","426.000","11.634","565.000","11.634","498.000","11.634","247.000"
"11.638","440.000","11.638","542.000","11.638","495.000","11.638","226.000"
"11.643","445.000","11.643","527.000","11.643","531.000","11.643","224.000"
"11.647","478.000","11.647","565.000","11.647","534.000","11.647","227.000"
"11.651","508.000","11.651","656.000","11.651","544.000","11.651","255.000"
"11.656","524.000","11.656","829.000","11.656","568.000","11.656","336.000"
"11.660","549.000","11.660","1172.000","11.660","594.000","11.660","520.000"
"11.664","568.000","11.664","1629.000","11.664","636.000","11.664","780.000"
"11.669","586.000","11.669","2043.000","11.669","679.000","11.669","1102.000"
"11.673","606.000","11.673","2255.000","11.673","724.000","11.673","1308.000"
"11.677","606.000","11.677","2177.000","11.677","746.000","11.677","1340.000"
"11.682","578.000","11.682","1894.000","11.682","776.000","11.682","1238.000"
"11.686","540.000","11.686","1391.000","11.686","764.000","11.686","943.000"
"11.691","490.000","11.691","1022.000","11.691","749.000","11.691","655.000"
"11.695","490.000","11.695","795.000","11.695","740.000","11.695","417.000"
"11.699","441.000","11.699","686.000","11.699","748.000","11.699","326.000"
"11.704","446.000","11.704","647.000","11.704","743.000","11.704","268.000"
"11.708","445.000","11.708","619.000","11.708","763.000","11.708","247.000"
"11.712","432.000","11.712","631.000","11.712","772.000","11.712","247.000"
