"Ion 119.00 (118.70 to 119.70): MA_Population_67-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_67-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_67-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_67-1.D\data.ms",""
"11.625","243.000","11.625","203.000","11.625","214.000","11.625","224.000"
"11.629","236.000","11.629","208.000","11.629","209.000","11.629","197.000"
"11.634","223.000","11.634","208.000","11.634","210.000","11.634","165.000"
"11.638","236.000","11.638","214.000","11.638","200.000","11.638","138.000"
"11.643","233.000","11.643","213.000","11.643","195.000","11.643","128.000"
"11.647","248.000","11.647","219.000","11.647","207.000","11.647","124.000"
"11.651","261.000","11.651","229.000","11.651","197.000","11.651","128.000"
"11.656","266.000","11.656","257.000","11.656","198.000","11.656","139.000"
"11.660","266.000","11.660","310.000","11.660","209.000","11.660","161.000"
"11.664","268.000","11.664","420.000","11.664","208.000","11.664","212.000"
"11.669","267.000","11.669","600.000","11.669","213.000","11.669","313.000"
"11.673","261.000","11.673","803.000","11.673","220.000","11.673","445.000"
"11.678","264.000","11.678","923.000","11.678","223.000","11.678","556.000"
"11.682","269.000","11.682","916.000","11.682","231.000","11.682","591.000"
"11.686","258.000","11.686","780.000","11.686","242.000","11.686","547.000"
"11.691","242.000","11.691","600.000","11.691","239.000","11.691","433.000"
"11.695","249.000","11.695","416.000","11.695","238.000","11.695","313.000"
"11.699","248.000","11.699","315.000","11.699","234.000","11.699","223.000"
"11.704","243.000","11.704","264.000","11.704","240.000","11.704","169.000"
"11.708","241.000","11.708","244.000","11.708","231.000","11.708","142.000"
"11.713","243.000","11.713","238.000","11.713","241.000","11.713","141.000"
