"Ion 119.00 (118.70 to 119.70): MA_Population_8-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_8-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_8-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_8-1.D\data.ms",""
"11.625","491.000","11.625","642.000","11.625","649.000","11.625","208.000"
"11.629","471.000","11.629","618.000","11.629","663.000","11.629","213.000"
"11.634","469.000","11.634","628.000","11.634","660.000","11.634","206.000"
"11.638","471.000","11.638","670.000","11.638","667.000","11.638","215.000"
"11.642","471.000","11.642","797.000","11.642","701.000","11.642","270.000"
"11.647","477.000","11.647","1100.000","11.647","715.000","11.647","396.000"
"11.651","500.000","11.651","1677.000","11.651","717.000","11.651","698.000"
"11.655","511.000","11.655","2586.000","11.655","728.000","11.655","1180.000"
"11.660","529.000","11.660","3621.000","11.660","762.000","11.660","1872.000"
"11.664","521.000","11.664","4376.000","11.664","794.000","11.664","2461.000"
"11.669","521.000","11.669","4238.000","11.669","829.000","11.669","2681.000"
"11.673","507.000","11.673","3599.000","11.673","856.000","11.673","2398.000"
"11.677","484.000","11.677","2549.000","11.677","900.000","11.677","1811.000"
"11.682","488.000","11.682","1681.000","11.682","919.000","11.682","1129.000"
"11.686","481.000","11.686","1166.000","11.686","936.000","11.686","671.000"
"11.690","481.000","11.690","923.000","11.690","941.000","11.690","416.000"
"11.695","486.000","11.695","817.000","11.695","956.000","11.695","313.000"
"11.699","468.000","11.699","788.000","11.699","939.000","11.699","272.000"
"11.704","483.000","11.704","775.000","11.704","986.000","11.704","246.000"
"11.708","490.000","11.708","755.000","11.708","969.000","11.708","239.000"
"11.712","486.000","11.712","765.000","11.712","1005.000","11.712","242.000"
