"Ion 119.00 (118.70 to 119.70): MA_Population_39-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_39-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_39-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_39-1.D\data.ms",""
"11.625","530.000","11.625","455.000","11.625","455.000","11.625","358.000"
"11.629","521.000","11.629","443.000","11.629","459.000","11.629","289.000"
"11.634","518.000","11.634","430.000","11.634","461.000","11.634","263.000"
"11.638","524.000","11.638","433.000","11.638","465.000","11.638","237.000"
"11.642","524.000","11.642","440.000","11.642","443.000","11.642","243.000"
"11.647","545.000","11.647","474.000","11.647","447.000","11.647","248.000"
"11.651","563.000","11.651","535.000","11.651","473.000","11.651","264.000"
"11.656","579.000","11.656","661.000","11.656","471.000","11.656","328.000"
"11.660","613.000","11.660","948.000","11.660","490.000","11.660","453.000"
"11.664","619.000","11.664","1266.000","11.664","513.000","11.664","673.000"
"11.669","648.000","11.669","1563.000","11.669","528.000","11.669","891.000"
"11.673","641.000","11.673","1712.000","11.673","554.000","11.673","1058.000"
"11.677","625.000","11.677","1574.000","11.677","573.000","11.677","1045.000"
"11.682","618.000","11.682","1282.000","11.682","560.000","11.682","908.000"
"11.686","575.000","11.686","973.000","11.686","550.000","11.686","675.000"
"11.690","557.000","11.690","708.000","11.690","540.000","11.690","498.000"
"11.695","539.000","11.695","571.000","11.695","531.000","11.695","361.000"
"11.699","525.000","11.699","509.000","11.699","523.000","11.699","286.000"
"11.704","534.000","11.704","477.000","11.704","528.000","11.704","273.000"
"11.708","537.000","11.708","476.000","11.708","542.000","11.708","261.000"
"11.712","532.000","11.712","482.000","11.712","535.000","11.712","254.000"
