"Ion 119.00 (118.70 to 119.70): MA_Population_54-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_54-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_54-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_54-1.D\data.ms",""
"11.625","381.000","11.625","304.000","11.625","308.000","11.625","289.000"
"11.629","383.000","11.629","295.000","11.629","299.000","11.629","236.000"
"11.634","378.000","11.634","297.000","11.634","293.000","11.634","195.000"
"11.638","378.000","11.638","280.000","11.638","295.000","11.638","180.000"
"11.643","387.000","11.643","300.000","11.643","298.000","11.643","172.000"
"11.647","412.000","11.647","315.000","11.647","288.000","11.647","164.000"
"11.651","414.000","11.651","350.000","11.651","309.000","11.651","175.000"
"11.656","432.000","11.656","411.000","11.656","309.000","11.656","201.000"
"11.660","464.000","11.660","549.000","11.660","315.000","11.660","271.000"
"11.664","471.000","11.664","769.000","11.664","336.000","11.664","385.000"
"11.669","505.000","11.669","1004.000","11.669","354.000","11.669","552.000"
"11.673","512.000","11.673","1225.000","11.673","377.000","11.673","734.000"
"11.677","505.000","11.677","1214.000","11.677","388.000","11.677","793.000"
"11.682","483.000","11.682","1084.000","11.682","397.000","11.682","744.000"
"11.686","455.000","11.686","855.000","11.686","378.000","11.686","618.000"
"11.691","426.000","11.691","629.000","11.691","369.000","11.691","448.000"
"11.695","414.000","11.695","455.000","11.695","356.000","11.695","309.000"
"11.699","388.000","11.699","383.000","11.699","344.000","11.699","231.000"
"11.704","380.000","11.704","357.000","11.704","348.000","11.704","199.000"
"11.708","376.000","11.708","339.000","11.708","356.000","11.708","187.000"
"11.712","385.000","11.712","337.000","11.712","361.000","11.712","178.000"
