"Ion 119.00 (118.70 to 119.70): MA_Population_72-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_72-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_72-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_72-1.D\data.ms",""
"11.625","253.000","11.625","233.000","11.625","218.000","11.625","197.000"
"11.629","267.000","11.629","231.000","11.629","219.000","11.629","168.000"
"11.634","260.000","11.634","229.000","11.634","211.000","11.634","147.000"
"11.638","261.000","11.638","220.000","11.638","217.000","11.638","138.000"
"11.642","274.000","11.642","231.000","11.642","210.000","11.642","132.000"
"11.647","281.000","11.647","234.000","11.647","207.000","11.647","133.000"
"11.651","284.000","11.651","240.000","11.651","212.000","11.651","125.000"
"11.656","311.000","11.656","252.000","11.656","202.000","11.656","129.000"
"11.660","320.000","11.660","259.000","11.660","210.000","11.660","133.000"
"11.664","321.000","11.664","298.000","11.664","219.000","11.664","146.000"
"11.669","315.000","11.669","315.000","11.669","226.000","11.669","166.000"
"11.673","320.000","11.673","369.000","11.673","235.000","11.673","189.000"
"11.677","318.000","11.677","392.000","11.677","253.000","11.677","220.000"
"11.682","307.000","11.682","387.000","11.682","252.000","11.682","225.000"
"11.686","294.000","11.686","366.000","11.686","243.000","11.686","223.000"
"11.691","292.000","11.691","318.000","11.691","245.000","11.691","198.000"
"11.695","280.000","11.695","289.000","11.695","245.000","11.695","179.000"
"11.699","272.000","11.699","275.000","11.699","240.000","11.699","156.000"
"11.704","267.000","11.704","265.000","11.704","253.000","11.704","153.000"
"11.708","259.000","11.708","250.000","11.708","239.000","11.708","137.000"
"11.712","260.000","11.712","251.000","11.712","241.000","11.712","138.000"
