"Ion 119.00 (118.70 to 119.70): MA_Population_12-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_12-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_12-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_12-1.D\data.ms",""
"11.625","430.000","11.625","725.000","11.625","814.000","11.625","242.000"
"11.629","424.000","11.629","696.000","11.629","821.000","11.629","240.000"
"11.634","430.000","11.634","661.000","11.634","838.000","11.634","249.000"
"11.638","427.000","11.638","658.000","11.638","855.000","11.638","254.000"
"11.643","452.000","11.643","726.000","11.643","883.000","11.643","262.000"
"11.647","486.000","11.647","865.000","11.647","943.000","11.647","336.000"
"11.651","576.000","11.651","1120.000","11.651","980.000","11.651","466.000"
"11.656","724.000","11.656","1559.000","11.656","1075.000","11.656","694.000"
"11.660","886.000","11.660","2067.000","11.660","1213.000","11.660","1022.000"
"11.664","1023.000","11.664","2406.000","11.664","1340.000","11.664","1305.000"
"11.669","1063.000","11.669","2442.000","11.669","1434.000","11.669","1441.000"
"11.673","1011.000","11.673","2157.000","11.673","1418.000","11.673","1338.000"
"11.678","854.000","11.678","1699.000","11.678","1383.000","11.678","1069.000"
"11.682","712.000","11.682","1299.000","11.682","1292.000","11.682","769.000"
"11.686","597.000","11.686","1007.000","11.686","1262.000","11.686","534.000"
"11.691","534.000","11.691","894.000","11.691","1247.000","11.691","384.000"
"11.695","508.000","11.695","853.000","11.695","1261.000","11.695","322.000"
"11.699","491.000","11.699","825.000","11.699","1273.000","11.699","298.000"
"11.704","479.000","11.704","841.000","11.704","1254.000","11.704","290.000"
"11.708","484.000","11.708","832.000","11.708","1286.000","11.708","289.000"
"11.712","486.000","11.712","828.000","11.712","1319.000","11.712","290.000"
