"Ion 119.00 (118.70 to 119.70): MA_Population_41-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_41-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_41-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_41-1.D\data.ms",""
"11.625","417.000","11.625","381.000","11.625","408.000","11.625","332.000"
"11.629","407.000","11.629","376.000","11.629","382.000","11.629","267.000"
"11.634","397.000","11.634","363.000","11.634","381.000","11.634","233.000"
"11.638","409.000","11.638","373.000","11.638","408.000","11.638","205.000"
"11.643","400.000","11.643","384.000","11.643","406.000","11.643","200.000"
"11.647","416.000","11.647","390.000","11.647","419.000","11.647","194.000"
"11.651","447.000","11.651","432.000","11.651","407.000","11.651","211.000"
"11.656","466.000","11.656","495.000","11.656","434.000","11.656","238.000"
"11.660","485.000","11.660","618.000","11.660","456.000","11.660","301.000"
"11.664","530.000","11.664","791.000","11.664","484.000","11.664","399.000"
"11.669","545.000","11.669","951.000","11.669","514.000","11.669","528.000"
"11.673","561.000","11.673","1056.000","11.673","543.000","11.673","610.000"
"11.677","548.000","11.677","1013.000","11.677","565.000","11.677","639.000"
"11.682","529.000","11.682","879.000","11.682","562.000","11.682","554.000"
"11.686","487.000","11.686","673.000","11.686","535.000","11.686","434.000"
"11.691","441.000","11.691","565.000","11.691","529.000","11.691","329.000"
"11.695","435.000","11.695","481.000","11.695","528.000","11.695","276.000"
"11.699","413.000","11.699","456.000","11.699","518.000","11.699","236.000"
"11.704","424.000","11.704","435.000","11.704","508.000","11.704","216.000"
"11.708","422.000","11.708","425.000","11.708","537.000","11.708","210.000"
"11.712","405.000","11.712","439.000","11.712","538.000","11.712","205.000"
