"Ion 119.00 (118.70 to 119.70): MA_Population_48-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_48-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_48-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_48-1.D\data.ms",""
"11.625","528.000","11.625","1028.000","11.625","516.000","11.625","537.000"
"11.629","527.000","11.629","917.000","11.629","492.000","11.629","399.000"
"11.634","543.000","11.634","765.000","11.634","491.000","11.634","312.000"
"11.638","566.000","11.638","674.000","11.638","493.000","11.638","269.000"
"11.643","634.000","11.643","621.000","11.643","488.000","11.643","253.000"
"11.647","772.000","11.647","642.000","11.647","508.000","11.647","249.000"
"11.651","902.000","11.651","754.000","11.651","542.000","11.651","284.000"
"11.656","1151.000","11.656","1018.000","11.656","636.000","11.656","408.000"
"11.660","1590.000","11.660","1503.000","11.660","851.000","11.660","634.000"
"11.664","2211.000","11.664","2264.000","11.664","1241.000","11.664","1044.000"
"11.669","2957.000","11.669","3032.000","11.669","1780.000","11.669","1588.000"
"11.673","3468.000","11.673","3489.000","11.673","2264.000","11.673","2021.000"
"11.678","3443.000","11.678","3428.000","11.678","2534.000","11.678","2216.000"
"11.682","2924.000","11.682","2771.000","11.682","2341.000","11.682","1939.000"
"11.686","2142.000","11.686","2074.000","11.686","1885.000","11.686","1450.000"
"11.691","1466.000","11.691","1414.000","11.691","1413.000","11.691","961.000"
"11.695","979.000","11.695","977.000","11.695","1036.000","11.695","630.000"
"11.699","733.000","11.699","760.000","11.699","822.000","11.699","422.000"
"11.704","606.000","11.704","691.000","11.704","699.000","11.704","317.000"
"11.708","557.000","11.708","663.000","11.708","654.000","11.708","282.000"
"11.712","545.000","11.712","637.000","11.712","664.000","11.712","268.000"
